UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
111081,5,5,1,5,1,1,3,1,3,3,1,3,2120,629,1285,206.0,0,525.0,153.0,324.0,48.0,0,189.0,49.0,118.0,22.0,0,189.0,49.0,118.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
111188,1,3,1,1,3,3,3,1,3,3,3,3,756,599,157,,0,722.0,570.0,152.0,,0,145.0,123.0,22.0,,0,145.0,123.0,22.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
111638,5,3,5,3,5,3,3,1,1,5,1,3,40,25,15,0.0,0,16.0,10.0,6.0,,0,12.0,8.0,4.0,,0,12.0,8.0,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
111948,1,5,1,1,1,1,5,1,3,5,1,5,13690,5055,8635,,0,9928.0,3492.0,6436.0,,0,2076.0,736.0,1340.0,,0,2061.0,731.0,1330.0,,0.0,15.0,5.0,10.0,,0.0,524.0,25.0,252.0,12.0,600.0,650.0,700.0,600.0,650.0,700.0,26.0,29.0,31.0,26.0,30.0,34.0,24.0,27.0,30.0
111966,1,3,1,5,5,5,3,1,3,5,1,3,834,263,571,,0,671.0,163.0,508.0,,0,14.0,4.0,10.0,,0,14.0,4.0,10.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
112075,1,5,1,5,5,5,3,1,3,3,5,3,3576,1478,2098,,0,2467.0,917.0,1550.0,,0,344.0,136.0,208.0,,0,344.0,136.0,208.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
112260,5,5,1,1,1,3,5,1,3,5,1,5,5709,2545,3164,0.0,0,591.0,266.0,325.0,,0,322.0,157.0,165.0,,0,322.0,157.0,165.0,,0.0,,,,,,90.0,28.0,56.0,17.0,710.0,740.0,760.0,730.0,770.0,790.0,33.0,34.0,35.0,34.0,35.0,36.0,31.0,33.0,35.0
112394,5,3,1,3,5,1,3,1,3,3,1,3,116,78,30,8.0,0,75.0,47.0,23.0,5.0,0,42.0,28.0,12.0,2.0,0,39.0,25.0,12.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
113582,1,3,1,3,1,3,3,1,3,3,1,3,8,1,6,,1,8.0,1.0,6.0,,1,8.0,1.0,6.0,,1,8.0,1.0,6.0,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
113616,1,5,1,5,1,5,5,1,5,5,1,3,11,4,7,0.0,0,6.0,2.0,4.0,,0,4.0,2.0,2.0,,0,4.0,2.0,2.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
113698,5,5,5,5,5,5,5,1,5,5,5,5,1746,433,1313,0.0,0,1627.0,393.0,1234.0,,0,217.0,52.0,165.0,,0,214.0,51.0,163.0,,0.0,3.0,1.0,2.0,,0.0,8.0,4.0,5.0,2.0,520.0,580.0,623.0,568.0,595.0,613.0,23.0,25.0,25.0,22.0,24.0,24.0,23.0,23.0,26.0
114354,1,3,1,5,1,1,3,1,3,5,1,3,1985,304,1681,0.0,0,828.0,132.0,696.0,,0,349.0,57.0,292.0,,0,316.0,49.0,267.0,,0.0,33.0,8.0,25.0,,0.0,,,,,,,,,,,,,,,,,,,
114813,1,5,1,1,5,5,5,1,3,3,5,3,832,299,533,,0,624.0,210.0,414.0,,0,155.0,55.0,100.0,,0,153.0,55.0,98.0,,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
115409,5,5,1,1,1,3,5,1,3,5,1,5,4440,2931,1509,,0,593.0,271.0,322.0,,0,237.0,116.0,121.0,,0,237.0,116.0,121.0,,0.0,,,,,,102.0,43.0,41.0,17.0,720.0,750.0,770.0,760.0,780.0,790.0,34.0,35.0,36.0,35.0,35.0,36.0,34.0,35.0,36.0
115728,1,5,1,5,3,3,3,1,3,3,1,5,921,332,589,0.0,0,921.0,332.0,589.0,,0,136.0,47.0,89.0,,0,136.0,47.0,89.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
115755,1,3,1,1,3,3,3,1,3,3,3,3,8505,3425,5080,,0,8350.0,3366.0,4984.0,,0,961.0,419.0,542.0,,0,930.0,403.0,527.0,,0.0,31.0,16.0,15.0,,0.0,,,,,,,,,,,,,,,,,,,
117104,1,3,1,3,1,3,5,1,3,3,1,3,145,64,81,,0,137.0,59.0,78.0,,0,75.0,34.0,41.0,,0,73.0,34.0,39.0,,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,3.0,,,,,,,,,,,,,,,
117140,1,3,1,1,1,3,5,1,3,5,1,3,6172,2384,3788,,0,4537.0,1666.0,2871.0,,0,662.0,243.0,419.0,,0,654.0,240.0,414.0,,0.0,8.0,3.0,5.0,,0.0,40.0,6.0,9.0,1.0,510.0,560.0,650.0,460.0,555.0,653.0,18.0,22.0,25.0,13.0,21.0,25.0,18.0,21.0,26.0
117168,1,3,1,3,5,1,3,1,3,3,1,3,361,84,277,0.0,0,319.0,73.0,246.0,,0,116.0,31.0,85.0,,0,115.0,30.0,85.0,,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
117283,1,5,3,3,1,3,3,3,3,3,1,3,21,10,11,,0,21.0,10.0,11.0,,0,8.0,3.0,5.0,,0,5.0,2.0,3.0,,0.0,3.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
117627,1,3,1,1,3,3,3,1,3,3,3,3,1878,602,1276,,0,1725.0,568.0,1157.0,,0,329.0,130.0,199.0,,0,328.0,129.0,199.0,,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
117751,1,5,1,1,1,3,3,1,3,5,1,5,848,383,465,,0,663.0,290.0,373.0,,0,327.0,151.0,176.0,,0,316.0,146.0,170.0,,0.0,11.0,5.0,6.0,,0.0,,,,,,,,,,,,,,,,,,,
117946,1,5,1,1,1,3,5,1,3,5,1,5,21695,8755,12940,,0,8963.0,3650.0,5313.0,,0,1608.0,728.0,880.0,,0,1607.0,728.0,879.0,,0.0,1.0,0.0,1.0,,0.0,300.0,19.0,174.0,11.0,650.0,680.0,720.0,650.0,680.0,740.0,29.0,31.0,32.0,30.0,33.0,35.0,27.0,29.0,31.0
118198,3,3,3,3,1,1,3,3,1,3,1,3,253,39,201,12.0,1,238.0,37.0,189.0,12.0,0,189.0,30.0,149.0,10.0,0,189.0,30.0,149.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
118693,1,3,1,1,5,3,3,1,3,5,5,3,3357,1682,1675,,0,2072.0,999.0,1073.0,,0,203.0,100.0,103.0,,0,202.0,99.0,103.0,,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
119173,1,5,1,3,1,3,3,1,3,5,1,3,2405,114,2291,,0,1822.0,69.0,1753.0,,0,380.0,27.0,353.0,,0,378.0,27.0,351.0,,0.0,2.0,0.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
119270,5,3,1,5,1,1,5,1,1,3,1,3,348,224,124,,0,273.0,183.0,90.0,,0,116.0,91.0,25.0,,0,97.0,77.0,20.0,,0.0,19.0,14.0,5.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
119775,1,3,1,3,3,1,3,1,3,3,3,5,109,58,51,,0,49.0,20.0,29.0,,0,12.0,5.0,7.0,,0,12.0,5.0,7.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
120166,1,3,1,3,5,5,5,1,3,5,5,3,157,118,39,0.0,0,109.0,81.0,28.0,,0,17.0,12.0,5.0,,0,17.0,12.0,5.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
120254,5,5,1,5,1,5,5,1,3,5,1,5,6305,2442,3863,,0,2484.0,886.0,1598.0,,0,531.0,207.0,324.0,,0,531.0,207.0,324.0,,0.0,,,,,,136.0,26.0,82.0,15.0,690.0,720.0,750.0,680.0,710.0,760.0,31.0,32.0,34.0,32.0,35.0,35.0,27.0,30.0,32.0
120403,5,3,5,5,5,1,5,1,3,3,1,5,2083,501,1582,0.0,0,1735.0,393.0,1342.0,,0,314.0,88.0,226.0,,0,314.0,88.0,226.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,
120537,1,5,1,5,1,3,5,1,3,3,1,5,810,297,513,,0,261.0,92.0,169.0,,0,87.0,35.0,52.0,,0,87.0,35.0,52.0,,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
120661,3,3,1,3,3,3,3,3,1,5,3,3,263,52,211,,0,252.0,51.0,201.0,,0,180.0,38.0,142.0,,0,150.0,30.0,120.0,,0.0,30.0,8.0,22.0,,0.0,,,,,,,,,,,,,,,,,,,
120768,1,1,1,5,1,3,5,5,3,1,1,5,63,9,54,0.0,0,25.0,2.0,23.0,,0,3.0,0.0,3.0,,0,0.0,,0.0,,0.0,3.0,,3.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
120838,1,3,1,1,5,5,5,1,3,3,5,3,9,6,3,,0,3.0,1.0,2.0,,0,3.0,1.0,2.0,,0,3.0,1.0,2.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
120865,1,3,1,5,5,3,5,1,3,3,5,3,1364,490,874,,0,661.0,247.0,414.0,,0,112.0,42.0,70.0,,0,112.0,42.0,70.0,,0.0,0.0,0.0,0.0,,0.0,39.0,35.0,8.0,7.0,510.0,570.0,610.0,480.0,510.0,590.0,18.0,20.0,23.0,18.0,20.0,21.0,15.0,19.0,20.0
120883,1,5,1,1,1,1,5,1,3,5,1,5,5891,2313,3572,6.0,0,5492.0,2154.0,3333.0,5.0,0,847.0,385.0,461.0,1.0,0,839.0,382.0,457.0,0.0,0.0,8.0,3.0,4.0,1.0,0.0,224.0,26.0,65.0,8.0,560.0,620.0,680.0,560.0,635.0,743.0,25.0,29.0,33.0,25.0,32.0,34.0,26.0,28.0,34.0
121150,1,3,1,3,1,3,5,1,3,5,1,5,11466,4190,7276,,0,5585.0,2161.0,3424.0,,0,942.0,356.0,586.0,,0,940.0,356.0,584.0,,0.0,2.0,0.0,2.0,,0.0,152.0,16.0,127.0,13.0,650.0,700.0,730.0,635.0,690.0,750.0,28.0,31.0,32.0,28.0,32.0,34.0,25.0,28.0,31.0
121257,5,5,1,5,1,5,3,1,3,5,1,5,3500,1145,2127,228.0,0,644.0,231.0,365.0,48.0,0,309.0,129.0,159.0,21.0,0,309.0,129.0,159.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
121309,1,3,1,1,1,3,5,5,3,3,1,5,3149,997,2152,,0,2580.0,897.0,1683.0,,0,690.0,249.0,441.0,,0,689.0,248.0,441.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
121345,5,5,1,1,1,3,5,1,3,5,1,3,10666,4254,6407,5.0,0,749.0,340.0,409.0,0.0,0,413.0,174.0,239.0,,0,413.0,174.0,239.0,,0.0,0.0,0.0,0.0,,0.0,145.0,35.0,76.0,18.0,730.0,750.0,770.0,750.0,770.0,790.0,33.0,34.0,35.0,35.0,35.0,36.0,29.0,32.0,35.0
121691,1,5,1,5,5,3,5,1,3,5,1,5,3872,1676,2196,0.0,0,3170.0,1309.0,1861.0,,0,539.0,213.0,326.0,,0,538.0,212.0,326.0,,0.0,1.0,1.0,0.0,,0.0,86.0,16.0,20.0,4.0,563.0,610.0,650.0,550.0,580.0,628.0,25.0,28.0,30.0,26.0,28.0,32.0,23.0,26.0,27.0
122409,1,3,1,1,3,3,3,1,3,3,3,3,77250,31570,45680,,0,30331.0,11447.0,18884.0,,0,6573.0,2564.0,4009.0,,0,6529.0,2549.0,3980.0,,0.0,44.0,15.0,29.0,,0.0,,,,,,,,,,,,,,,,,,,
122436,1,5,1,1,1,5,3,1,3,5,1,3,14334,5506,8828,,0,7541.0,2710.0,4831.0,,0,1234.0,478.0,756.0,,0,1234.0,478.0,756.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
122506,1,3,1,3,1,1,5,1,3,5,1,3,392,201,172,19.0,0,163.0,89.0,71.0,3.0,0,45.0,28.0,15.0,2.0,0,45.0,28.0,15.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
122597,1,3,1,1,3,3,3,1,3,5,3,3,29932,11765,18167,,0,28195.0,10922.0,17273.0,,0,3339.0,1411.0,1928.0,,0,3186.0,1334.0,1852.0,,0.0,153.0,77.0,76.0,,0.0,,,,,,,,,,,,,,,,,,,
122612,1,3,1,1,5,3,5,1,3,5,1,3,23103,7808,15295,,0,16444.0,5380.0,11064.0,,0,1555.0,523.0,1032.0,,0,1548.0,518.0,1030.0,,0.0,7.0,5.0,2.0,,0.0,269.0,17.0,123.0,8.0,610.0,660.0,700.0,600.0,650.0,710.0,27.0,29.0,31.0,27.0,30.0,34.0,23.0,26.0,28.0
122728,1,3,1,5,5,3,5,5,3,3,5,3,710,289,421,,0,468.0,187.0,281.0,,0,160.0,70.0,90.0,,0,154.0,65.0,89.0,,0.0,6.0,5.0,1.0,,0.0,7.0,4.0,2.0,1.0,490.0,530.0,590.0,530.0,600.0,640.0,,,,,,,,,
122755,1,3,1,1,3,3,3,1,3,3,3,3,34002,17189,16813,,0,26083.0,11935.0,14148.0,,0,4037.0,2131.0,1906.0,,0,3877.0,2036.0,1841.0,,0.0,160.0,95.0,65.0,,0.0,,,,,,,,,,,,,,,,,,,
122931,1,5,1,1,1,3,5,1,3,5,1,3,16650,8165,8485,,0,8677.0,3876.0,4801.0,,0,1641.0,791.0,850.0,,0,1641.0,791.0,850.0,,0.0,0.0,0.0,0.0,,0.0,558.0,34.0,278.0,17.0,640.0,671.0,720.0,650.0,693.0,760.0,29.0,31.0,33.0,,,,,,
123165,5,5,1,1,1,3,5,1,3,3,1,3,3099,0,3099,,0,865.0,,865.0,,0,260.0,,260.0,,0,260.0,,260.0,,0.0,0.0,,0.0,,0.0,83.0,32.0,41.0,16.0,710.0,740.0,760.0,680.0,720.0,750.0,32.0,33.0,34.0,28.0,30.0,32.0,33.0,35.0,36.0
123280,1,3,1,3,1,3,3,1,3,3,1,3,4,3,1,,0,4.0,3.0,1.0,,0,4.0,3.0,1.0,,0,1.0,0.0,1.0,,0.0,3.0,3.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
123554,1,3,1,1,1,3,3,1,3,3,3,5,3353,1446,1907,,0,2947.0,1245.0,1702.0,,0,445.0,203.0,242.0,,0,444.0,202.0,242.0,,0.0,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
123572,1,3,1,1,3,3,3,1,3,5,3,3,10806,4391,6415,,0,10158.0,4106.0,6052.0,,0,967.0,386.0,581.0,,0,940.0,374.0,566.0,,0.0,27.0,12.0,15.0,,0.0,,,,,,,,,,,,,,,,,,,
123651,1,5,1,3,3,3,5,1,3,3,1,5,2778,865,1913,,0,2079.0,662.0,1417.0,,0,541.0,183.0,358.0,,0,539.0,183.0,356.0,,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
123679,3,3,1,3,3,3,3,3,1,5,3,3,485,93,392,,0,467.0,91.0,376.0,,0,169.0,35.0,134.0,,0,138.0,30.0,108.0,,0.0,31.0,5.0,26.0,,0.0,,,,,,,,,,,,,,,,,,,
123952,1,3,1,5,1,5,5,1,3,5,1,3,513,242,271,0.0,0,307.0,137.0,170.0,,0,28.0,17.0,11.0,,0,28.0,17.0,11.0,,0.0,,,,,,5.0,18.0,2.0,7.0,490.0,510.0,590.0,530.0,590.0,640.0,,,,,,,,,
123961,1,5,1,1,1,1,5,1,3,5,1,5,69062,30701,38330,31.0,0,8304.0,3869.0,4424.0,11.0,0,3420.0,1571.0,1840.0,9.0,0,3418.0,1570.0,1839.0,9.0,0.0,2.0,1.0,1.0,0.0,0.0,1173.0,34.0,559.0,16.0,710.0,740.0,760.0,740.0,780.0,790.0,32.0,34.0,35.0,34.0,35.0,35.0,30.0,33.0,35.0
124292,1,5,1,1,1,5,1,5,5,3,5,3,262,122,140,,0,222.0,102.0,120.0,,0,139.0,68.0,71.0,,0,139.0,68.0,71.0,,0.0,,,,,,63.0,45.0,22.0,16.0,640.0,680.0,730.0,580.0,630.0,680.0,27.0,30.0,32.0,28.0,31.0,35.0,25.0,27.0,31.0
124706,3,3,1,3,3,3,3,3,1,5,3,3,383,70,313,,0,383.0,70.0,313.0,,0,209.0,36.0,173.0,,0,209.0,36.0,173.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
124937,3,3,1,3,3,3,3,3,1,5,3,3,226,78,148,,0,219.0,77.0,142.0,,0,151.0,44.0,107.0,,0,118.0,39.0,79.0,,0.0,33.0,5.0,28.0,,0.0,,,,,,,,,,,,,,,,,,,
125727,1,5,1,1,1,3,5,1,3,5,1,5,2326,803,1523,,0,1907.0,621.0,1286.0,,0,315.0,110.0,205.0,,0,315.0,110.0,205.0,,0.0,0.0,0.0,0.0,,0.0,62.0,20.0,11.0,3.0,640.0,690.0,728.0,640.0,685.0,730.0,30.0,31.0,33.0,34.0,35.0,36.0,28.0,29.0,30.0
125763,1,3,1,1,1,3,5,1,3,3,1,5,3014,1566,1385,0.0,63,2274.0,1161.0,1113.0,,0,249.0,141.0,108.0,,0,246.0,138.0,108.0,,0.0,3.0,3.0,0.0,,0.0,22.0,9.0,13.0,5.0,550.0,600.0,650.0,590.0,620.0,690.0,24.0,26.0,30.0,23.0,25.0,33.0,22.0,23.0,29.0
125897,1,3,1,3,5,1,5,1,3,3,5,3,1460,543,904,,13,914.0,326.0,587.0,,1,117.0,49.0,67.0,,1,113.0,46.0,66.0,,1.0,4.0,3.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,
126076,5,3,5,1,1,5,3,3,3,3,5,5,122,122,0,,0,75.0,75.0,,,0,69.0,69.0,,,0,69.0,69.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
126182,1,1,1,5,3,3,5,5,3,3,3,3,1580,729,762,89.0,0,1567.0,725.0,754.0,88.0,0,303.0,170.0,120.0,13.0,0,296.0,163.0,120.0,13.0,0.0,7.0,7.0,0.0,0.0,0.0,55.0,18.0,27.0,9.0,460.0,520.0,560.0,450.0,520.0,570.0,15.0,22.0,26.0,14.0,21.0,25.0,16.0,21.0,26.0
126359,1,3,1,3,3,3,3,3,5,3,3,3,224,9,215,0.0,0,111.0,4.0,107.0,,0,53.0,3.0,50.0,,0,53.0,3.0,50.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
126562,1,3,1,5,3,3,5,1,3,3,5,3,15631,6001,9630,0.0,0,11658.0,4210.0,7448.0,,0,1698.0,692.0,1006.0,,0,1532.0,626.0,906.0,,0.0,166.0,66.0,100.0,,0.0,553.0,33.0,142.0,9.0,520.0,580.0,640.0,510.0,560.0,620.0,21.0,24.0,27.0,20.0,23.0,26.0,18.0,22.0,25.0
126580,1,5,3,3,5,3,5,1,3,5,5,3,14751,5605,9146,,0,12504.0,4672.0,7832.0,,0,1650.0,781.0,869.0,,0,1531.0,720.0,811.0,,0.0,119.0,61.0,58.0,,0.0,26.0,2.0,132.0,8.0,525.0,560.0,565.0,490.0,570.0,650.0,21.0,24.0,28.0,20.0,23.0,28.0,18.0,23.0,26.0
126614,1,5,1,1,1,3,5,1,3,5,1,3,53781,26110,27671,,0,43416.0,19687.0,23729.0,,0,7106.0,3611.0,3495.0,,0,7012.0,3559.0,3453.0,,0.0,94.0,52.0,42.0,,0.0,2234.0,31.0,964.0,14.0,590.0,640.0,690.0,570.0,640.0,700.0,26.0,29.0,32.0,24.0,29.0,33.0,24.0,27.0,30.0
126678,5,5,1,5,1,3,5,5,3,5,1,5,7846,3195,4651,,0,1279.0,534.0,745.0,,0,534.0,231.0,303.0,,0,534.0,231.0,303.0,,0.0,,,,,,180.0,34.0,149.0,28.0,640.0,690.0,730.0,620.0,680.0,750.0,29.0,32.0,33.0,30.0,33.0,35.0,26.0,29.0,32.0
126687,3,3,1,3,3,3,3,3,1,5,3,3,151,20,131,,0,150.0,20.0,130.0,,0,94.0,15.0,79.0,,0,94.0,15.0,79.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
126775,1,5,1,1,5,3,5,1,3,3,5,5,10886,7498,3388,0.0,0,6314.0,4090.0,2224.0,,0,1512.0,1034.0,478.0,,0,1508.0,1031.0,477.0,,0.0,4.0,3.0,1.0,,0.0,686.0,45.0,365.0,24.0,650.0,690.0,728.0,680.0,710.0,760.0,30.0,31.0,33.0,29.0,32.0,35.0,28.0,31.0,34.0
126784,3,3,1,3,3,3,3,3,3,3,1,3,27,25,2,,0,21.0,20.0,1.0,,0,18.0,17.0,1.0,,0,18.0,17.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
126818,1,5,1,5,1,3,5,1,3,5,5,3,33122,13701,19416,5.0,0,30066.0,12212.0,17850.0,4.0,0,5573.0,2438.0,3132.0,3.0,0,5481.0,2389.0,3089.0,3.0,0.0,92.0,49.0,43.0,0.0,0.0,2398.0,43.0,862.0,16.0,550.0,600.0,650.0,530.0,580.0,640.0,23.0,26.0,29.0,21.0,25.0,30.0,21.0,25.0,27.0
127060,1,5,1,5,1,3,5,1,3,5,1,5,19342,8209,11133,,0,15024.0,6240.0,8784.0,,0,1638.0,726.0,912.0,,0,1619.0,717.0,902.0,,0.0,19.0,9.0,10.0,,0.0,444.0,27.0,378.0,23.0,620.0,670.0,710.0,600.0,650.0,690.0,28.0,30.0,32.0,27.0,31.0,34.0,25.0,27.0,30.0
127185,1,1,1,1,5,5,5,1,3,5,5,3,4942,2058,2868,16.0,0,4496.0,1847.0,2634.0,15.0,0,853.0,383.0,466.0,4.0,0,835.0,374.0,457.0,4.0,0.0,18.0,9.0,9.0,0.0,0.0,165.0,19.0,80.0,9.0,530.0,590.0,640.0,530.0,570.0,620.0,18.0,22.0,25.0,16.0,20.0,25.0,16.0,20.0,25.0
127556,1,5,1,5,5,3,5,1,3,5,5,3,9810,4210,5542,,58,8021.0,3395.0,4593.0,,33,1752.0,859.0,888.0,,5,1632.0,801.0,827.0,,4.0,120.0,58.0,61.0,,1.0,858.0,49.0,182.0,10.0,470.0,530.0,600.0,460.0,520.0,580.0,18.0,22.0,25.0,17.0,21.0,25.0,17.0,20.0,25.0
127565,1,1,1,5,3,3,5,1,3,3,3,3,10163,4097,6066,0.0,0,9951.0,3992.0,5959.0,,0,1913.0,906.0,1007.0,,0,1364.0,639.0,725.0,,0.0,549.0,267.0,282.0,,0.0,606.0,32.0,132.0,7.0,460.0,510.0,570.0,450.0,510.0,560.0,16.0,20.0,23.0,15.0,19.0,24.0,16.0,19.0,24.0
127653,1,3,1,5,5,3,3,1,3,3,3,3,94,32,62,,0,94.0,32.0,62.0,,0,30.0,12.0,18.0,,0,28.0,12.0,16.0,,0.0,2.0,0.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
127741,1,5,1,5,5,3,5,1,3,3,5,3,10107,3575,6525,7.0,0,7938.0,2712.0,5226.0,0.0,0,1193.0,418.0,775.0,,0,1181.0,412.0,769.0,,0.0,12.0,6.0,6.0,,0.0,421.0,36.0,81.0,7.0,500.0,550.0,610.0,490.0,540.0,590.0,20.0,24.0,27.0,21.0,24.0,26.0,18.0,22.0,28.0
127918,1,3,1,3,5,3,5,1,3,5,5,3,5549,1823,3614,112.0,0,4222.0,1360.0,2861.0,1.0,0,428.0,148.0,280.0,0.0,0,428.0,148.0,280.0,,0.0,,,,,,129.0,30.0,52.0,12.0,520.0,570.0,620.0,500.0,550.0,600.0,20.0,25.0,27.0,20.0,23.0,27.0,17.0,23.0,26.0
127954,3,3,1,3,1,3,3,3,3,1,1,3,9,0,9,0.0,0,9.0,,9.0,,0,9.0,,9.0,,0,9.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
128106,1,5,1,3,3,3,5,1,3,3,5,3,1572,720,840,0.0,12,1553.0,710.0,831.0,,12,633.0,326.0,303.0,,4,546.0,279.0,265.0,,2.0,87.0,47.0,38.0,,2.0,284.0,45.0,54.0,9.0,460.0,520.0,590.0,440.0,500.0,560.0,17.0,21.0,25.0,16.0,20.0,24.0,17.0,20.0,23.0
128328,1,1,1,3,1,3,1,3,3,1,1,3,8353,5912,2441,0.0,0,1356.0,963.0,393.0,,0,1056.0,755.0,301.0,,0,1056.0,755.0,301.0,,0.0,,,,,,540.0,51.0,344.0,33.0,650.0,685.0,730.0,660.0,710.0,750.0,28.0,31.0,33.0,27.0,31.0,34.0,27.0,29.0,32.0
128391,5,5,5,5,5,5,5,1,3,5,5,5,3116,1565,1551,,0,2862.0,1440.0,1422.0,,0,439.0,219.0,220.0,,0,436.0,217.0,219.0,,0.0,3.0,2.0,1.0,,0.0,160.0,37.0,59.0,14.0,510.0,570.0,640.0,500.0,560.0,630.0,21.0,25.0,29.0,20.0,24.0,28.0,19.0,24.0,27.0
128498,1,5,1,5,5,5,3,1,3,5,1,5,1487,662,824,1.0,0,1197.0,513.0,684.0,0.0,0,162.0,86.0,76.0,,0,162.0,86.0,76.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
128586,5,3,5,1,1,5,3,3,3,3,5,5,29,29,0,,0,29.0,29.0,,,0,29.0,29.0,,,0,29.0,29.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
128744,1,3,1,3,5,3,5,1,3,3,5,5,3781,1218,2563,,0,3082.0,985.0,2097.0,,0,283.0,102.0,181.0,,0,280.0,102.0,178.0,,0.0,3.0,0.0,3.0,,0.0,20.0,14.0,,,460.0,540.0,590.0,475.0,550.0,570.0,,,,,,,,,
128771,1,1,1,1,1,3,5,1,3,5,1,3,7302,3623,3679,,0,5601.0,2729.0,2872.0,,0,1256.0,701.0,555.0,,0,1234.0,694.0,540.0,,0.0,22.0,7.0,15.0,,0.0,665.0,53.0,9.0,1.0,480.0,530.0,590.0,460.0,530.0,570.0,18.0,22.0,24.0,19.0,22.0,24.0,18.0,23.0,24.0
128902,5,5,1,5,1,5,5,1,3,5,1,5,8744,3590,5154,,0,3533.0,1235.0,2298.0,,0,630.0,237.0,393.0,,0,630.0,237.0,393.0,,0.0,,,,,,106.0,17.0,57.0,9.0,700.0,720.0,750.0,660.0,700.0,740.0,30.0,32.0,33.0,31.0,34.0,35.0,27.0,28.0,30.0
129020,1,5,1,1,5,3,1,1,3,5,1,3,40894,17820,23074,,0,22293.0,8603.0,13690.0,,0,4069.0,1731.0,2338.0,,0,4061.0,1726.0,2335.0,,0.0,8.0,5.0,3.0,,0.0,1798.0,44.0,247.0,6.0,610.0,660.0,710.0,610.0,670.0,730.0,28.0,31.0,33.0,28.0,31.0,34.0,26.0,29.0,32.0
